ID,開始時刻,完了時刻,メール,名前,あなたの現在通っている学校名を教えてください(例:〇〇小学校、△△中学校),あなたの学年を教えてください,あなたの学校種を教えてください,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)を授業・授業外(宿題など)で何か月くらい利用していますか。※利用期間がX年Yか月だった場合、「X/Y」というようにスラッシュで区切って、全て半角で入力してください(例:1年の場合→1/0、2年3か月の場合→2/3、未使用の場合→0/0)","LEAFシステム(BookRoll,分析(ぶんせき)ツール)を授業・授業外(宿題など)でどれくらい利用していますか","LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)","今年度、 LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの程度使いこなすことができましたか",BookRollでよく使う機能を選んでください(複数選択(せんたく)可),分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),教材や問題を見るため,自分の解答や学び方を振(ふ)り返るため,クラスの人の考えを参考にするため,クラスの人の学び方を参考にするため,AIによる問題推薦(すいせん)やアドバイスを受けるため,理解度が高まったと感じる,勉強を効率よく短時間で行えるようになった,根拠(こんきょ)に基づいた勉強計画や復習を行えるようになった,分析(ぶんせき)ツールを使用することで自分の学習方法に変化が生じた,自分に合った学びを実現する助けになったと感じる,自分で計画を立てたり自分の考えを広めたり深めたりして学ぶ助けになったと感じる,他の人と協力しながら学ぶ助けになったと感じる,自分で課題を設定して追究していく学びの助けになったと感じる,使い方・操作(そうさ)手順がわかりやすい,LEAFシステムに満足している,自由記述,宿題を行う時間    1週間あたり【   】時間 (※半角数字で入力してください),予習・復習を行う時間  1週間あたり【   】時間 (※半角数字で入力してください),学校の勉強以外を行う時間  1週間あたり【   】時間 (※半角数字で入力してください),自分の勉強の仕方を振(ふ)り返る時間  1週間あたり【   】時間 (※半角数字で入力してください),勉強の計画を立てる時間  1週間あたり【   】時間 (※半角数字で入力してください),学校が、タブレットなどを使ってみんなが勉強した記録を調べて、一人一人に合った勉強の仕方を教えることについてどう思いますか?,学校が、タブレットなどを使ってみんなが勉強した記録を名前は分からない形で集計して、授業をよくすることについてどう思いますか?,"学校が、タブレットなどを使ってみんなの勉強した記録を調べて,一人一人に合った進学や将来(しょうらい)の仕事についてのアドバイスをすることをどう思いますか?",アプリの会社が、タブレットなどを使って勉強した記録を調べて、一人一人に合った問題を出題したりアドバイスをすることについてどう思いますか?,"アプリの会社が、タブレットなどを使って勉強した記録を調べて,名前は分からない形で集めて、問題やアドバイスなどを良くすることについてどう思いますか?",みんなやその家族が、学校でコンピュータを使って勉強した小学校から中学校までを記録したデータを見て、学びの振(ふ)り返りや計画を立てたりすることについてどう思いますか?,みんなやその家族が、学校でコンピュータを使って勉強した小学校から大人になってからまでの一生の記録のデータを見て、学びの振(ふ)り返りや計画を立てたりすることについてどう思いますか?,国がコンピュータを使って、みんなの小学校から中学校までの勉強のデータを名前がわからない形で国全体で集めて、勉強の仕方を良くしたり、研究したりすることについてどう思いますか?,国がコンピュータを使って、みんなの小学校から大人になってからの学びも含(ふく)めた一生の勉強のデータを名前がわからない形で国全体で集めて、勉強の仕方を良くしたり、研究したりすることについてどう思いますか?,学校が、顔の動画を分析(ぶんせき)できるコンピュータを使って、みんなの眼の動きを調べて、授業に集中できていない子、なやんでいる子を見つけて、相談にのることについてどう思いますか?
505,2025-02-25 13:18:12,2025-02-25 13:26:41,anonymous,,西賀茂中学校,中学校2年生,中学校,0/3,1週間に数回程度,算数・数学;,システムそのものがよくわからない,辞書;URLリコメンド;,マーカー分析（ぶんせき）;AI推薦（すいせん）;理解度チェックダッシュボード;,使用することがある,全く使用しない,質問の意味がわからない,全く使用しない,使用することがある,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,扱いが難しかった,8.0,2.0,0.0,0.0,0.0,強く反対である,どちらかというと反対である,反対である,どちらかというと反対である,反対である,どちらかというと反対である,どちらかというと反対である,どちらかというと反対である,どちらかというと反対である,どちらかというと反対である
506,2025-02-25 13:23:18,2025-02-25 13:27:06,anonymous,,西賀茂中学校,中学校2年生,中学校,0/3,ほとんど使用していない,算数・数学;,あまり使いこなすことができなかった,マーカー;,AI推薦（すいせん）;,全く使用しない,全く使用しない,全く使用しない,全く使用しない,使用することがある,少しあてはまる,あてはまらない,あてはまらない,あまりあてはまらない,あてはまらない,あまりあてはまらない,少しあてはまる,あまりあてはまらない,あてはまらない,あてはまらない,反応が遅かったりラグいときがあった,1.0,1.0,1.0,1.0,1.0,どちらかというと賛成である,賛成である,どちらかというと賛成である,賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,強く反対である
507,2025-02-25 13:17:31,2025-02-25 13:27:07,anonymous,,西賀茂中学校,中学校2年生,中学校,0/2,1ヶ月に数回程度,算数・数学;,あまり使いこなすことができなかった,クイズ;,AI推薦（すいせん）;,あまり使用しない,全く使用しない,使用することがある,全く使用しない,あまり使用しない,少しあてはまる,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,いちいち見たいページを二枚ごとに開かなくてはいけないことやずっとアンケート結果が反映されないのが非常に面倒くさかったので、できればもう使いたくない。正直に言うと答えのアンケートをこたえるためにしか使わなかったし、答えの冊子で答え合わせしたほうが頭に入りました。もう使いたくないです。,3.0,4.0,0.5,0.0,0.0,質問の意味がわからない,どちらかというと反対である,強く賛成である,どちらかというと賛成である,どちらかというと賛成である,強く賛成である,賛成である,賛成である,賛成である,強く反対である
508,2025-02-25 13:15:47,2025-02-25 13:27:29,anonymous,,西賀茂中学校,中学校2年生,中学校,0/3,1ヶ月に数回程度,算数・数学;,あまり使いこなすことができなかった,ほとんど使ったことがない;,閲覧（えつらん）時間集計;,あまり使用しない,頻繁（ひんぱん）に使用している,あまり使用しない,あまり使用しない,全く使用しない,あてはまる,あまりあてはまらない,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,あまりあてはまらない,少しあてはまる,あまりあてはまらない,少しあてはまる,周りの人の様子を知れるのは面白いけど、解答欄が一回一回上に上がるのがめんどくさい,1.0,1.0,1.0,0.0,0.0,どちらかというと賛成である,強く賛成である,どちらかというと賛成である,どちらかというと賛成である,賛成である,どちらかというと賛成である,賛成である,賛成である,賛成である,質問の意味がわからない
509,2025-02-25 13:18:51,2025-02-25 13:27:45,anonymous,,西賀茂中学校,中学校2年生,中学校,二か月,ほとんど使用していない,算数・数学;,システムそのものがよくわからない,ほとんど使ったことがない;,ほとんど使ったことがない;,あまり使用しない,あまり使用しない,全く使用しない,全く使用しない,全く使用しない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,紙に解いて答えをGIGAで見ながら丸付けをするのに時間がかかり、解説も文字が小さくズームすると文字がつぶれて読めなく、全て紙で済ませたほうが効率もよく、理解もしやすいと考えました。,0.0,0.0,0.0,0.0,0.0,どちらかというと反対である,強く賛成である,どちらかというと反対である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く反対である
510,2025-02-25 13:16:02,2025-02-25 13:27:56,anonymous,,西賀茂中学校,中学校2年生,中学校,0/6,ほとんど使用していない,算数・数学;,あまり使いこなすことができなかった,ほとんど使ったことがない;手書き;マーカー;,AI推薦（すいせん）;閲覧（えつらん）時間集計;,全く使用しない,使用することがある,あまり使用しない,あまり使用しない,あまり使用しない,あまりあてはまらない,あまりあてはまらない,少しあてはまる,あまりあてはまらない,あまりあてはまらない,少しあてはまる,少しあてはまる,あまりあてはまらない,あてはまらない,あまりあてはまらない,問題冊子を分ける理由もわからないし、次の答えを開くのもいちいち戻って改めて答えを開かなければならない手間がかかるので、スクロールしたら次の答えに移るように出来たらしてほしいです。また、間違えてAやBを選択してしまったときに取り消せないところが不便に感じました。,7.0,0.0,1.0,0.0,0.0,どちらかというと賛成である,賛成である,賛成である,賛成である,賛成である,どちらかというと賛成である,どちらかというと賛成である,賛成である,賛成である,反対である
511,2025-02-25 13:16:03,2025-02-25 13:28:24,anonymous,,西賀茂中学校,中学校2年生,中学校,0/3,1ヶ月に数回程度,算数・数学;,あまり使いこなすことができなかった,ほとんど使ったことがない;,ほとんど使ったことがない;,使用することがある,あまり使用しない,全く使用しない,全く使用しない,あまり使用しない,少しあてはまる,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,少しあてはまる,少しあてはまる,少しあてはまる,あまりあてはまらない,あまりあてはまらない,あてはまらない,丸付けをしたあといちいち戻るのが大変だったから、次のページにボタン一つで行けるようにっしたらやりやすいと思った,1.0,0.5,3.0,0.5,0.5,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,賛成である,どちらかというと賛成である,どちらかというと賛成である,賛成である,賛成である,反対である
512,2025-02-25 13:19:06,2025-02-25 13:29:14,anonymous,,西賀茂中学校,中学校2年生,中学校,0/2,1ヶ月に数回程度,算数・数学;,あまり使いこなすことができなかった,マーカー;,マーカー分析（ぶんせき）;,使用することがある,使用することがある,あまり使用しない,あまり使用しない,あまり使用しない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,"丸付けで画面を長時間見るので目が疲れる。
反応が遅い。",1.0,1.0,0.0,0.0,0.0,どちらかというと反対である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと反対である,どちらかというと反対である,どちらかというと反対である,どちらかというと反対である,どちらかというと反対である
513,2025-02-25 13:17:17,2025-02-25 13:29:49,anonymous,,西賀茂中学校,中学校2年生,中学校,０／３,ほとんど使用していない,算数・数学;,使いこなすことができた,マーカー;クイズ;,AI推薦（すいせん）;マーカー分析（ぶんせき）;,あまり使用しない,全く使用しない,全く使用しない,全く使用しない,全く使用しない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,ノートとパソコンを両方一気に使いこなすことが難しくて効率がわるく長い時間かかってしまったので私はあまりLEAFシステムが好きではありません。個人的には自分のためになるとは感じなくノート一つで勉強したほうが頭に入ると感じました。,0.5,0.0,0.0,0.0,0.0,どちらかというと賛成である,どちらかというと賛成である,質問の意味がわからない,どちらかというと反対である,どちらかというと反対である,どちらかというと反対である,どちらかというと反対である,どちらかというと反対である,どちらかというと反対である,どちらかというと反対である
514,2025-02-25 13:16:37,2025-02-25 13:30:49,anonymous,,西賀茂中学校,中学校2年生,中学校,0/3,1ヶ月に数回程度,算数・数学;,あまり使いこなすことができなかった,ほとんど使ったことがない;,AI推薦（すいせん）;,使用することがある,あまり使用しない,全く使用しない,全く使用しない,使用することがある,あまりあてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あまりあてはまらない,あてはまらない,あてはまらない,自分がどの問題を間違えたのかぱっと見で分かるところは良かったですが、クイズ・リコメンドのところを答えた結果が反映されるのがとても遅かったところと、次のページに行くのにいちいち元の画面に戻らないといけなかったところがとても使いづらかったです。,2.0,1.0,2.0,1.0,1.0,賛成である,賛成である,賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,反対である
515,2025-02-25 13:16:50,2025-02-25 13:30:56,anonymous,,西賀茂中学校,中学校2年生,中学校,0/３,ほとんど使用していない,算数・数学;,使いこなすことができた,マーカー;,AI推薦（すいせん）;,あまり使用しない,あまり使用しない,全く使用しない,質問の意味がわからない,あまり使用しない,あまりあてはまらない,あてはまらない,あまりあてはまらない,あまりあてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あまりあてはまらない,テキストで問題に答えてパソコンで答え合わせをするというのが手間がかかって大変でした。なので問題を解くことも答え合わせもパソコンでできたほうがいいなと思いました。,1.0,0.5,0.0,0.0,0.0,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,賛成である,賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと反対である
516,2025-02-25 13:26:52,2025-02-25 13:33:13,anonymous,,加茂中,中学校3年生,中学校,0/2,ほとんど使用していない,算数・数学;,あまり使いこなすことができなかった,ほとんど使ったことがない;,ほとんど使ったことがない;,質問の意味がわからない,全く使用しない,全く使用しない,全く使用しない,あまり使用しない,あまりあてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,使い方がむずい,3.0,0.0,0.0,0.0,0.0,どちらかというと賛成である,賛成である,どちらかというと賛成である,賛成である,賛成である,反対である,賛成である,賛成である,賛成である,強く反対である
517,2025-02-26 09:51:27,2025-02-26 09:55:16,anonymous,,西賀茂中学校,中学校2年生,中学校,０/３,1ヶ月に数回程度,算数・数学;,システムそのものがよくわからない,ほとんど使ったことがない;,ほとんど使ったことがない;,全く使用しない,全く使用しない,全く使用しない,全く使用しない,全く使用しない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,"パソコンを使うのがめんどくさい
",0.0,0.0,0.0,0.0,0.0,強く反対である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である
518,2025-02-26 09:50:41,2025-02-26 09:56:41,anonymous,,西賀茂中学校,中学校2年生,中学校,0/3,1ヶ月に数回程度,算数・数学;,使いこなすことができた,ほとんど使ったことがない;,AI推薦（すいせん）;,使用することがある,使用することがある,あまり使用しない,あまり使用しない,使用することがある,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,あまりあてはまらない,少しあてはまる,分かりやすいしAIが分析してくれるからやりやすい。,15.0,15.0,1.0,5.0,5.0,どちらかというと賛成である,賛成である,賛成である,賛成である,賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,賛成である
519,2025-02-26 09:53:15,2025-02-26 09:57:03,anonymous,,西賀茂中学校,中学校2年生,中学校,0/3,ほとんど使用していない,算数・数学;,使いこなすことができた,ほとんど使ったことがない;,ほとんど使ったことがない;,あまり使用しない,あまり使用しない,全く使用しない,全く使用しない,全く使用しない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,バグが多くて使いにくい,1.0,2.0,10.0,1.0,5.0,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である
520,2025-02-26 09:51:34,2025-02-26 09:57:30,anonymous,,西賀茂中学校,中学校2年生,中学校,０/3,1ヶ月に数回程度,算数・数学;,使いこなすことができた,ほとんど使ったことがない;,AI推薦（すいせん）;,使用することがある,使用することがある,全く使用しない,全く使用しない,使用することがある,少しあてはまる,あてはまらない,あまりあてはまらない,あまりあてはまらない,あてはまらない,あまりあてはまらない,あてはまらない,あてはまらない,あまりあてはまらない,あまりあてはまらない,,1.0,1.0,4.0,1.0,1.0,どちらかというと賛成である,賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,賛成である,どちらかというと賛成である,どちらかというと賛成である
521,2025-02-26 09:50:38,2025-02-26 09:57:31,anonymous,,西賀茂中学校,中学校2年生,中学校,0/3,ほとんど使用していない,算数・数学;,システムそのものがよくわからない,ほとんど使ったことがない;,ほとんど使ったことがない;,あまり使用しない,あまり使用しない,全く使用しない,全く使用しない,あまり使用しない,あてはまらない,あてはまらない,あまりあてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,,2.0,1.0,4.0,1.0,0.0,反対である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと反対である,どちらかというと賛成である,どちらかというと反対である
522,2025-02-26 09:51:27,2025-02-26 09:57:50,anonymous,,西賀茂中学校,中学校2年生,中学校,0/3,ほとんど使用していない,算数・数学;,使いこなすことができた,ほとんど使ったことがない;,AI推薦（すいせん）;,あまり使用しない,あまり使用しない,全く使用しない,全く使用しない,全く使用しない,あてはまる,あまりあてはまらない,少しあてはまる,あてはまらない,あまりあてはまらない,あてはまらない,あてはまらない,少しあてはまる,あてはまる,あまりあてはまらない,２ページ毎でURLを変えなければならないのが面倒,1.0,0.0,2.0,0.0,0.0,どちらかというと反対である,賛成である,強く賛成である,どちらかというと賛成である,賛成である,賛成である,どちらかというと反対である,賛成である,強く賛成である,どちらかというと反対である
523,2025-02-26 09:50:53,2025-02-26 09:57:50,anonymous,,西賀茂中学校,中学校2年生,中学校,0／3,1ヶ月に数回程度,算数・数学;,あまり使いこなすことができなかった,マーカー;,マーカー分析（ぶんせき）;,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あてはまらない,あまりあてはまらない,分析機能はすごいけど、使いにくいしめんどくさいと思った,3.0,4.0,2.0,3.0,3.0,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である
524,2025-02-26 09:52:10,2025-02-26 09:57:53,anonymous,,西賀茂中学校,中学校2年生,中学校,0/3,1ヶ月に数回程度,算数・数学;,使いこなすことができた,URLリコメンド;手書き;マーカー;メモ;,AI推薦（すいせん）;,使用することがある,頻繁（ひんぱん）に使用している,全く使用しない,全く使用しない,使用することがある,あてはまる,あまりあてはまらない,少しあてはまる,少しあてはまる,少しあてはまる,あてはまる,あまりあてはまらない,あてはまる,あてはまる,少しあてはまる,リコメンドの選択肢が大きくて、問題の後半のリコメンドをするとき毎回画面を下に動かさなければいけないのでもう少し小さくなるよう設定できると嬉しいです。,1.0,0.0,0.0,1.0,1.0,どちらかというと賛成である,賛成である,賛成である,賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと反対である
525,2025-02-26 09:54:23,2025-02-26 09:58:04,anonymous,,西賀茂中学校,中学校2年生,中学校,0/3,1ヶ月に数回程度,算数・数学;,あまり使いこなすことができなかった,クイズ;,AI推薦（すいせん）;,全く使用しない,全く使用しない,全く使用しない,全く使用しない,あまり使用しない,あまりあてはまらない,あてはまらない,あてはまらない,あてはまらない,あまりあてはまらない,あてはまらない,あてはまらない,あてはまらない,あまりあてはまらない,あまりあてはまらない,,3.0,1.0,0.0,0.0,0.0,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと反対である,どちらかというと反対である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である
526,2025-02-26 09:50:54,2025-02-26 09:58:16,anonymous,,西賀茂中学校,中学校2年生,中学校,０/３か月,1ヶ月に数回程度,算数・数学;,あまり使いこなすことができなかった,マーカー;,AI推薦（すいせん）;,使用することがある,使用することがある,使用することがある,使用することがある,使用することがある,少しあてはまる,あまりあてはまらない,少しあてはまる,あてはまる,あてはまる,あてはまる,あまりあてはまらない,あてはまる,あまりあてはまらない,少しあてはまる,答え合わせをし終わるといちいち戻って更新しなければならないことを改善してほしい。,1.0,0.0,1.0,0.0,0.5,賛成である,賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,賛成である,強く賛成である,賛成である,どちらかというと賛成である
527,2025-02-26 09:51:05,2025-02-26 09:58:27,anonymous,,西賀茂中学校,中学校2年生,中学校,0/3,1ヶ月に数回程度,算数・数学;,あまり使いこなすことができなかった,ほとんど使ったことがない;,AI推薦（すいせん）;,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,使用することがある,少しあてはまる,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,AI推薦で自分が苦手な問題を出してくれるのが良かった,2.0,1.0,0.0,0.0,0.0,どちらかというと賛成である,賛成である,賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である
528,2025-02-26 09:51:07,2025-02-26 09:58:34,anonymous,,西賀茂中学校,中学校2年生,中学校,0/3,1ヶ月に数回程度,算数・数学;,使いこなすことができた,マーカー;メモ;,マーカー分析（ぶんせき）;メモ分析（ぶんせき）;,あまり使用しない,使用することがある,あまり使用しない,あまり使用しない,使用することがある,あてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,あてはまる,あてはまる,あてはまる,使用できるようになるまでの手順が長い,1.0,2.0,2.0,1.0,1.0,賛成である,賛成である,賛成である,賛成である,どちらかというと賛成である,賛成である,賛成である,どちらかというと賛成である,賛成である,賛成である
529,2025-02-26 09:52:56,2025-02-26 09:58:39,anonymous,,西賀茂中学校,中学校2年生,中学校,１,1週間に数回程度,算数・数学;,使いこなすことができた,メモ;マーカー;URLリコメンド;,マーカー分析（ぶんせき）;メモ分析（ぶんせき）;クイズ集計;AI推薦（すいせん）;,あまり使用しない,あまり使用しない,使用することがある,使用することがある,使用することがある,少しあてはまる,少しあてはまる,少しあてはまる,あてはまる,少しあてはまる,少しあてはまる,少しあてはまる,あてはまる,あてはまる,少しあてはまる,自分の苦手な問題を重点的にだしてくれるのですごく力になるし解説がわかりやすいのでとても使おうと思えた,10.0,8.0,20.0,7.0,2.0,強く賛成である,賛成である,強く賛成である,賛成である,強く賛成である,賛成である,賛成である,どちらかというと賛成である,賛成である,強く賛成である
530,2025-02-26 09:50:29,2025-02-26 09:58:41,anonymous,,西賀茂中学校,中学校2年生,中学校,0/3,1週間に数回程度,算数・数学;,使いこなすことができた,ほとんど使ったことがない;,AI推薦（すいせん）;,使用することがある,あまり使用しない,あまり使用しない,あまり使用しない,使用することがある,あてはまる,あてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,あまりあてはまらない,少しあてはまる,少しあてはまる,少しあてはまる,機能が多くて便利だったり、問題の内容がしっかりしている,1.0,1.0,0.5,0.2,0.2,強く賛成である,賛成である,強く賛成である,賛成である,強く賛成である,賛成である,賛成である,賛成である,賛成である,どちらかというと反対である
531,2025-02-26 09:50:30,2025-02-26 09:58:47,anonymous,,西賀茂中学校,中学校2年生,中学校,0/3,1ヶ月に数回程度,算数・数学;,システムそのものがよくわからない,ほとんど使ったことがない;,AI推薦（すいせん）;,あまり使用しない,あまり使用しない,全く使用しない,全く使用しない,全く使用しない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,使い方がとてつもなく面倒くさい,1.0,1.0,6.0,0.0,0.0,強く反対である,反対である,強く反対である,強く反対である,強く反対である,どちらかというと反対である,反対である,どちらかというと反対である,反対である,強く反対である
532,2025-02-26 09:52:25,2025-02-26 09:58:49,anonymous,,西賀茂中学校,中学校2年生,中学校,0/4,ほとんど使用していない,算数・数学;,システムそのものがよくわからない,アンケート;,AI推薦（すいせん）;,全く使用しない,全く使用しない,全く使用しない,全く使用しない,全く使用しない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,あてはまらない,あてはまらない,"回答した後に出てくる謎の図など意味が分からないものが多すぎる
AI推薦のみしか使っていないのでそもそも他の物を使おうと思わない
何ができるかをあまり詳しく教えてもらっていないので興味がわかない",0.5,2.0,2.0,0.0,0.0,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,強く反対である
533,2025-02-26 09:50:58,2025-02-26 09:58:51,anonymous,,西賀茂中学校,中学校2年生,中学校,0/3,ほとんど使用していない,算数・数学;,あまり使いこなすことができなかった,ほとんど使ったことがない;,AI推薦（すいせん）;,あまり使用しない,全く使用しない,全く使用しない,全く使用しない,全く使用しない,あまりあてはまらない,あまりあてはまらない,少しあてはまる,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あまりあてはまらない,少しあてはまる,あまりあてはまらない,　勉強そのものを未だしたことがないため、ほかの勉強法との比較、という重要な要素を見れていない。だからこそleafが良いものなのかどうかも判断ができない。,0.0,0.0,0.0,0.0,0.0,強く賛成である,賛成である,どちらかというと賛成である,どちらかというと反対である,どちらかというと反対である,どちらかというと反対である,どちらかというと賛成である,どちらかというと賛成である,反対である,反対である
534,2025-02-26 09:51:02,2025-02-26 09:58:53,anonymous,,西賀茂中学校,中学校2年生,中学校,0/3,ほとんど使用していない,算数・数学;,使いこなすことができた,ほとんど使ったことがない;,AI推薦（すいせん）;クイズ集計;,使用することがある,あまり使用しない,使用することがある,あまり使用しない,あまり使用しない,あまりあてはまらない,あまりあてはまらない,少しあてはまる,少しあてはまる,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,少しあてはまる,あてはまらない,あまりあてはまらない,クイズに答えた時に反映されたかわからないのが良くない点だと思う,4.0,1.0,1.0,1.0,1.0,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,どちらかというと反対である,賛成である,どちらかというと賛成である,どちらかというと反対である
535,2025-02-26 09:50:36,2025-02-26 09:59:19,anonymous,,西賀茂中学校,中学校2年生,中学校,0/3,1ヶ月に数回程度,算数・数学;,使いこなすことができた,マーカー;,AI推薦（すいせん）;,あまり使用しない,使用することがある,あまり使用しない,あまり使用しない,使用することがある,少しあてはまる,少しあてはまる,少しあてはまる,あまりあてはまらない,少しあてはまる,少しあてはまる,あまりあてはまらない,あまりあてはまらない,少しあてはまる,少しあてはまる,　自分に必要なところを分析して問題を出してくれるから何が自分に足りないのか分かった。,2.0,2.0,3.0,2.0,1.0,強く賛成である,賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,賛成である,強く賛成である,賛成である,強く賛成である
536,2025-02-26 09:51:52,2025-02-26 09:59:24,anonymous,,西賀茂中学校,中学校2年生,中学校,0/3,1ヶ月に数回程度,算数・数学;,あまり使いこなすことができなかった,ほとんど使ったことがない;,ほとんど使ったことがない;,全く使用しない,全く使用しない,全く使用しない,全く使用しない,全く使用しない,あまりあてはまらない,あてはまらない,あまりあてはまらない,あてはまらない,あまりあてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,,2.0,0.0,3.0,1.0,0.0,どちらかというと反対である,どちらかというと反対である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと反対である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,反対である
