ID,開始時刻,完了時刻,メール,名前,あなたの現在通っている学校名を教えてください(例:〇〇小学校、△△中学校),あなたの学年を教えてください,あなたの学校種を教えてください,"LEAFシステム(BookRoll,分析(ぶんせき)ツール)を授業・授業外(宿題など)で何か月くらい利用していますか。※利用期間がX年Yか月だった場合、「X/Y」というようにスラッシュで区切って、全て半角で入力してください(例:1年の場合→1/0、2年3か月の場合→2/3、未使用の場合→0/0)","LEAFシステム(BookRoll,分析(ぶんせき)ツール)を授業・授業外(宿題など)でどれくらい利用していますか","LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの教科で使用しますか(複数選択(せんたく)可)","今年度、 LEAFシステム(BookRoll,分析(ぶんせき)ツール)をどの程度使いこなすことができましたか",BookRollでよく使う機能を選んでください(複数選択(せんたく)可),分析ツール(ログパレ)でよく使う機能を選んでください(複数選択(せんたく)可),教材や問題を見るため,自分の解答や学び方を振(ふ)り返るため,クラスの人の考えを参考にするため,クラスの人の学び方を参考にするため,AIによる問題推薦(すいせん)やアドバイスを受けるため,理解度が高まったと感じる,勉強を効率よく短時間で行えるようになった,根拠(こんきょ)に基づいた勉強計画や復習を行えるようになった,分析(ぶんせき)ツールを使用することで自分の学習方法に変化が生じた,自分に合った学びを実現する助けになったと感じる,自分で計画を立てたり自分の考えを広めたり深めたりして学ぶ助けになったと感じる,他の人と協力しながら学ぶ助けになったと感じる,自分で課題を設定して追究していく学びの助けになったと感じる,使い方・操作(そうさ)手順がわかりやすい,LEAFシステムに満足している,自由記述,宿題を行う時間 1週間あたり【 】時間 (※半角数字で入力してください),予習・復習を行う時間 1週間あたり【 】時間 (※半角数字で入力してください),学校の勉強以外を行う時間 1週間あたり【 】時間 (※半角数字で入力してください),自分の勉強の仕方を振(ふ)り返る時間 1週間あたり【 】時間 (※半角数字で入力してください),勉強の計画を立てる時間 1週間あたり【 】時間 (※半角数字で入力してください),学校が、タブレットなどを使ってみんなが勉強した記録を調べて、一人一人に合った勉強の仕方を教えることについてどう思いますか?,学校が、タブレットなどを使ってみんなが勉強した記録を名前は分からない形で集計して、授業をよくすることについてどう思いますか?,"学校が、タブレットなどを使ってみんなの勉強した記録を調べて,一人一人に合った進学や将来(しょうらい)の仕事についてのアドバイスをすることをどう思いますか?",アプリの会社が、タブレットなどを使って勉強した記録を調べて、一人一人に合った問題を出題したりアドバイスをすることについてどう思いますか?,"アプリの会社が、タブレットなどを使って勉強した記録を調べて,名前は分からない形で集めて、問題やアドバイスなどを良くすることについてどう思いますか?",みんなやその家族が、学校でコンピュータを使って勉強した小学校から中学校までを記録したデータを見て、学びの振(ふ)り返りや計画を立てたりすることについてどう思いますか?,みんなやその家族が、学校でコンピュータを使って勉強した小学校から大人になってからまでの一生の記録のデータを見て、学びの振(ふ)り返りや計画を立てたりすることについてどう思いますか?,国がコンピュータを使って、みんなの小学校から中学校までの勉強のデータを名前がわからない形で国全体で集めて、勉強の仕方を良くしたり、研究したりすることについてどう思いますか?,国がコンピュータを使って、みんなの小学校から大人になってからの学びも含(ふく)めた一生の勉強のデータを名前がわからない形で国全体で集めて、勉強の仕方を良くしたり、研究したりすることについてどう思いますか?,学校が、顔の動画を分析(ぶんせき)できるコンピュータを使って、みんなの眼の動きを調べて、授業に集中できていない子、なやんでいる子を見つけて、相談にのることについてどう思いますか?,is_combined_jhs_hs,school_geo_prefix,学校種_canon,学校名_canon,学年_canon,利用期間_years,利用期間_months,利用期間_total_months,level_filled_from_grade,needs_manual_level,あなたの現在通っている学校名を教えてください(例:〇〇小学校、△△中学校)_canon,respondent_id
577,2025-02-27 10:50:44,2025-02-27 11:02:58,anonymous,,西賀茂中学校,中学校2年生,中学校,0/3,1ヶ月に数回程度,算数・数学,使いこなすことができた,ほとんど使ったことがない;,AI推薦(すいせん);,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,使用することがある,あまりあてはまらない,あてはまる,あまりあてはまらない,あまりあてはまらない,少しあてはまる,あまりあてはまらない,あまりあてはまらない,少しあてはまる,あまりあてはまらない,あまりあてはまらない,,2.0,1.0,1.0,1.0,1.0,賛成である,賛成である,どちらかというと賛成である,賛成である,賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと反対である,False,,中学校,西賀茂中学校,中2,0,3,3,False,False,西賀茂中学校,576
578,2025-02-27 10:53:56,2025-02-27 11:03:19,anonymous,,西賀茂中学校,中学校2年生,中学校,0/3,1ヶ月に数回程度,算数・数学,あまり使いこなすことができなかった,クイズ;マーカー;手書き;辞書;,マーカー分析(ぶんせき);,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,少しあてはまる,少しあてはまる,あまりあてはまらない,あてはまらない,少しあてはまる,あまりあてはまらない,あまりあてはまらない,少しあてはまる,あまりあてはまらない,あまりあてはまらない,間違いをそんなに気きちんと直したことがなかったからわかりやすかった,24.0,16.0,12.0,1.0,1.0,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,False,,中学校,西賀茂中学校,中2,0,3,3,False,False,西賀茂中学校,577
579,2025-02-27 10:52:00,2025-02-27 11:03:25,anonymous,,西賀茂中学校,中学校2年生,中学校,0/3,1ヶ月に数回程度,算数・数学,システムそのものがよくわからない,マーカー;,AI推薦(すいせん);,質問の意味がわからない,あまり使用しない,全く使用しない,全く使用しない,あまり使用しない,あまりあてはまらない,あてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あてはまらない,あてはまらない,あまりあてはまらない,あてはまらない,なぜコンピューターでわざわざまるつけやメモ、マーカーを使うのかが意味がわかりません。手間がかかるだけですし、宿題や課題に対するやる気や意欲が上がらず、勉強したいと思えません。これらの機能はほとんどがふつうの紙のワークなどでできることなのでやっていて二度手間でした。また私はAI推薦を使用しました。間違えた問題をもう一度違う形で取り組めるというのは素晴らしいと思いますが、間違えていない問題も一つの単元として見られるので解きなおしがあり、実感も得られませんし、助かったとも思いませんでした。,2.0,6.0,15.0,5.0,2.0,反対である,反対である,どちらかというと賛成である,強く反対である,質問の意味がわからない,どちらかというと反対である,どちらかというと賛成である,反対である,反対である,強く反対である,False,,中学校,西賀茂中学校,中2,0,3,3,False,False,西賀茂中学校,578
580,2025-02-27 10:50:53,2025-02-27 11:03:44,anonymous,,西賀茂中学校,中学校2年生,中学校,0/3,1ヶ月に数回程度,算数・数学,使いこなすことができた,メモ;マーカー;手書き;,マーカー分析(ぶんせき);AI推薦(すいせん);理解度チェックダッシュボード;,使用することがある,あまり使用しない,あまり使用しない,あまり使用しない,使用することがある,少しあてはまる,あまりあてはまらない,あまりあてはまらない,少しあてはまる,少しあてはまる,あまりあてはまらない,少しあてはまる,あまりあてはまらない,あてはまる,あまりあてはまらない,拡大をする時に効かへんときがあるからそこを直して欲しい。,1.0,0.3,9.0,0.1,0.1,どちらかというと賛成である,賛成である,賛成である,賛成である,賛成である,どちらかというと賛成である,どちらかというと反対である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,False,,中学校,西賀茂中学校,中2,0,3,3,False,False,西賀茂中学校,579
581,2025-02-27 10:53:53,2025-02-27 11:03:48,anonymous,,西賀茂中学校,中学校2年生,中学校,0/3,ほとんど使用していない,算数・数学,あまり使いこなすことができなかった,ほとんど使ったことがない;,AI推薦(すいせん);,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,少しあてはまる,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,少しあてはまる,あまりあてはまらない,あてはまらない,あまりあてはまらない,分からないとこがあれば教えてくれる,2.0,2.0,0.0,1.0,1.0,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと反対である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと反対である,False,,中学校,西賀茂中学校,中2,0,3,3,False,False,西賀茂中学校,580
582,2025-02-27 10:53:29,2025-02-27 11:04:13,anonymous,,西賀茂中学校,中学校2年生,中学校,0/4,ほとんど使用していない,算数・数学,システムそのものがよくわからない,解答を見る;,ほとんど使ったことがない;,全く使用しない,使用することがある,全く使用しない,全く使用しない,全く使用しない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あまりあてはまらない,あてはまらない,解答をGIGA、問題は別にするのではなくGIGAだけで完結したほうが使いやすいと思う。,0.0,0.0,0.0,0.0,0.0,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,強く反対である,False,,中学校,西賀茂中学校,中2,0,4,4,False,False,西賀茂中学校,581
583,2025-02-27 10:54:03,2025-02-27 11:04:24,anonymous,,西賀茂中学校,中学校2年生,中学校,0/3,1ヶ月に数回程度,算数・数学,まったく使いこなすことができなかった,ほとんど使ったことがない;,ほとんど使ったことがない;,あまり使用しない,全く使用しない,全く使用しない,全く使用しない,全く使用しない,あまりあてはまらない,あてはまらない,あまりあてはまらない,あまりあてはまらない,少しあてはまる,あまりあてはまらない,あまりあてはまらない,あてはまらない,あまりあてはまらない,あてはまらない,アンケートに答えるのが少しめんどくさいと感じた,2.0,8.0,10.0,0.0,1.0,どちらかというと反対である,どちらかというと反対である,どちらかというと反対である,どちらかというと賛成である,賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと反対である,どちらかというと賛成である,どちらかというと反対である,False,,中学校,西賀茂中学校,中2,0,3,3,False,False,西賀茂中学校,582
584,2025-02-27 10:51:46,2025-02-27 11:05:03,anonymous,,西賀茂中学校,中学校2年生,中学校,0/3,1ヶ月に数回程度,算数・数学,使いこなすことができた,ほとんど使ったことがない;,AI推薦(すいせん);,使用することがある,全く使用しない,全く使用しない,全く使用しない,全く使用しない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,ワークとギガ端末と分けられているので効率が下がったし、端末の反応が遅いので時間がかかった。ワークとギガ端末は分けずにワーク型の計算問題で答え合わせも一ページ終えてから丸付けされ、そこからAIが分析して、パッ見て分かるようにしたら今後学校の宿題などに使ってもいいと思う。,2.0,0.0,0.0,0.0,0.0,どちらかというと賛成である,どちらかというと反対である,どちらかというと賛成である,どちらかというと反対である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,反対である,False,,中学校,西賀茂中学校,中2,0,3,3,False,False,西賀茂中学校,583
585,2025-03-06 09:51:19,2025-03-06 09:54:08,anonymous,,西京中学校付属高等学校,中学校3年生,中学校,0/0,ほとんど使用していない,国語;社会;算数・数学;理科;外国語,とてもうまく使いこなすことができた,ほとんど使ったことがない;,ほとんど使ったことがない;,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない,使っていない,使っていない,使っていない,使っていない,使っていない,あてはまる,あてはまる,あてはまる,あてはまる,あてはまる,,2.0,16.0,0.0,0.0,1.0,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,False,,中学校,西京中学校付属高等学校,中3,0,0,0,False,False,西京中学校付属高等学校,584
586,2025-03-06 09:51:49,2025-03-06 09:54:49,anonymous,,西京中学校付属高等学校,中学校3年生,中学校,3/0,1ヶ月に数回程度,算数・数学,使いこなすことができた,手書き;,AI推薦(すいせん);,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,あまりあてはまらない,少しあてはまる,あまりあてはまらない,あてはまらない,あてはまらない,あてはまらない,あまりあてはまらない,あまりあてはまらない,少しあてはまる,少しあてはまる,,8.0,1.0,4.0,1.0,0.0,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,False,,中学校,西京中学校付属高等学校,中3,3,0,36,False,False,西京中学校付属高等学校,585
587,2025-03-06 09:52:44,2025-03-06 09:55:16,anonymous,,西京中学校付属高等学校,中学校3年生,中学校,2/11,1週間に数回程度,算数・数学,あまり使いこなすことができなかった,手書き;メモ;,理解度チェックダッシュボード;,使用することがある,あまり使用しない,あまり使用しない,あまり使用しない,使用することがある,少しあてはまる,少しあてはまる,あまりあてはまらない,あてはまる,少しあてはまる,少しあてはまる,少しあてはまる,あまりあてはまらない,あてはまる,少しあてはまる,,5.0,10.0,2.0,0.5,0.5,賛成である,強く賛成である,どちらかというと賛成である,賛成である,賛成である,どちらかというと反対である,どちらかというと反対である,どちらかというと賛成である,どちらかというと反対である,反対である,False,,中学校,西京中学校付属高等学校,中3,2,11,35,False,False,西京中学校付属高等学校,586
588,2025-03-06 09:53:12,2025-03-06 09:55:53,anonymous,,西京中学校付属高等学校,中学校3年生,中学校,2/10,1週間に数回程度,算数・数学,あまり使いこなすことができなかった,URLリコメンド;手書き;マーカー;,理解度チェックダッシュボード;マーカー分析(ぶんせき);,使用することがある,全く使用しない,全く使用しない,全く使用しない,あまり使用しない,少しあてはまる,少しあてはまる,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,,5.0,6.0,0.0,0.2,0.2,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,False,,中学校,西京中学校付属高等学校,中3,2,10,34,False,False,西京中学校付属高等学校,587
589,2025-03-06 09:50:49,2025-03-06 09:56:21,anonymous,,西京高等学校付属中学校,中学校3年生,中学校,3/0,1週間に数回程度,算数・数学,使いこなすことができた,手書き;ほとんど使ったことがない;,AI推薦(すいせん);ほとんど使ったことがない;,頻繁(ひんぱん)に使用している,あまり使用しない,あまり使用しない,あまり使用しない,使用することがある,少しあてはまる,あまりあてはまらない,あまりあてはまらない,少しあてはまる,あまりあてはまらない,あてはまらない,少しあてはまる,あまりあてはまらない,あてはまらない,あてはまらない,,3.0,2.0,0.0,0.0,0.0,賛成である,どちらかというと賛成である,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない,どちらかというと反対である,どちらかというと反対である,どちらかというと賛成である,どちらかというと賛成である,強く反対である,False,,中学校,西京高等学校付属中学校,中3,3,0,36,False,False,西京高等学校付属中学校,588
590,2025-03-06 09:53:23,2025-03-06 09:56:22,anonymous,,西京高等学校付属中学校,中学校3年生,中学校,2/0,ほとんど使用していない,算数・数学,あまり使いこなすことができなかった,手書き;,閲覧(えつらん)時間集計;,使用することがある,あまり使用しない,全く使用しない,全く使用しない,全く使用しない,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,,0.0,0.0,0.0,0.0,0.0,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,False,,中学校,西京高等学校付属中学校,中3,2,0,24,False,False,西京高等学校付属中学校,589
591,2025-03-06 09:52:47,2025-03-06 09:56:29,anonymous,,西京付属中,中学校3年生,中学校,2/10,ほぼ毎時間,算数・数学;外国語,あまり使いこなすことができなかった,手書き;,ほとんど使ったことがない;,使用することがある,使用することがある,あまり使用しない,全く使用しない,あまり使用しない,少しあてはまる,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,少しあてはまる,少しあてはまる,あまりあてはまらない,少しあてはまる,あまりあてはまらない,あまりあてはまらない,,5.0,8.0,2.5,0.5,0.2,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと反対である,どちらかというと反対である,反対である,False,,中学校,西京付属中,中3,2,10,34,False,True,西京付属中,590
592,2025-03-06 09:52:24,2025-03-06 09:56:50,anonymous,,西京中学校付属高等学校,中学校3年生,中学校,2/11,1週間に数回程度,算数・数学,使いこなすことができた,手書き;,ほとんど使ったことがない;,頻繁(ひんぱん)に使用している,全く使用しない,全く使用しない,全く使用しない,あまり使用しない,少しあてはまる,少しあてはまる,あてはまらない,あてはまらない,少しあてはまる,あてはまらない,あてはまらない,少しあてはまる,あてはまる,少しあてはまる,,5.0,4.0,1.0,0.0,0.5,賛成である,賛成である,賛成である,賛成である,賛成である,どちらかというと賛成である,どちらかというと賛成である,賛成である,賛成である,どちらかというと反対である,False,,中学校,西京中学校付属高等学校,中3,2,11,35,False,False,西京中学校付属高等学校,591
593,2025-03-06 09:52:28,2025-03-06 09:56:59,anonymous,,西京中学校付属高等学校,中学校3年生,中学校,3/0,ほぼ毎時間,算数・数学,あまり使いこなすことができなかった,手書き;,ほとんど使ったことがない;,使用することがある,あまり使用しない,あまり使用しない,あまり使用しない,あまり使用しない,少しあてはまる,あまりあてはまらない,あまりあてはまらない,少しあてはまる,あまりあてはまらない,少しあてはまる,少しあてはまる,あまりあてはまらない,あまりあてはまらない,あてはまらない,,5.0,10.0,0.0,0.0,0.0,賛成である,賛成である,どちらかというと賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,False,,中学校,西京中学校付属高等学校,中3,3,0,36,False,False,西京中学校付属高等学校,592
594,2025-03-06 09:53:23,2025-03-06 09:57:04,anonymous,,西京中学校付属高等学校,中学校3年生,中学校,2/11,1週間に数回程度,算数・数学,使いこなすことができた,手書き;,理解度チェックダッシュボード;,使用することがある,あまり使用しない,全く使用しない,全く使用しない,使用することがある,少しあてはまる,少しあてはまる,少しあてはまる,あまりあてはまらない,あまりあてはまらない,少しあてはまる,使っていない,あまりあてはまらない,あてはまらない,あまりあてはまらない,,13.0,13.0,0.0,1.0,0.5,どちらかというと賛成である,どちらかというと賛成である,どちらかというと反対である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,賛成である,どちらかというと賛成である,反対である,False,,中学校,西京中学校付属高等学校,中3,2,11,35,False,False,西京中学校付属高等学校,593
595,2025-03-06 09:52:22,2025-03-06 09:57:07,anonymous,,西京中学校付属高等学校,中学校3年生,中学校,3/0,ほぼ毎時間,算数・数学,使いこなすことができた,手書き;,理解度チェックダッシュボード;,使用することがある,使用することがある,質問の意味がわからない,質問の意味がわからない,あまり使用しない,少しあてはまる,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あてはまらない,あてはまらない,,5.0,15.0,2.0,1.0,1.0,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,False,,中学校,西京中学校付属高等学校,中3,3,0,36,False,False,西京中学校付属高等学校,594
596,2025-03-06 09:53:36,2025-03-06 09:57:22,anonymous,,西京中学校付属高等学校,中学校3年生,中学校,3/0,ほとんど使用していない,算数・数学,システムそのものがよくわからない,ほとんど使ったことがない;,ほとんど使ったことがない;,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない,質問の意味がわからない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,使っていない,,1.5,10.0,4.0,0.0,0.0,どちらかというと反対である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと反対である,どちらかというと賛成である,どちらかというと反対である,質問の意味がわからない,反対である,反対である,強く反対である,False,,中学校,西京中学校付属高等学校,中3,3,0,36,False,False,西京中学校付属高等学校,595
597,2025-03-06 09:50:37,2025-03-06 09:57:29,anonymous,,西京中学校付属高等学校,中学校3年生,中学校,3/0,1週間に数回程度,算数・数学;外国語,使いこなすことができた,手書き;,閲覧(えつらん)時間集計;理解度チェックダッシュボード;,頻繁(ひんぱん)に使用している,全く使用しない,全く使用しない,全く使用しない,全く使用しない,少しあてはまる,少しあてはまる,少しあてはまる,あてはまらない,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,あてはまる,あてはまる,"動きが遅いことがあるが,それ以外はいいツール",15.0,5.0,5.0,1.0,1.0,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,強く賛成である,False,,中学校,西京中学校付属高等学校,中3,3,0,36,False,False,西京中学校付属高等学校,596
598,2025-03-06 09:54:09,2025-03-06 09:57:33,anonymous,,西京中学校付属高等学校,中学校3年生,中学校,3/0,1週間に数回程度,算数・数学,使いこなすことができた,ほとんど使ったことがない;,ほとんど使ったことがない;,使用することがある,質問の意味がわからない,使用することがある,あまり使用しない,質問の意味がわからない,少しあてはまる,あてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,あまりあてはまらない,少しあてはまる,少しあてはまる,あてはまらない,あてはまらない,,0.5,1.0,3.0,0.0,0.0,強く賛成である,どちらかというと賛成である,どちらかというと賛成である,賛成である,賛成である,どちらかというと賛成である,どちらかというと賛成である,反対である,反対である,強く反対である,False,,中学校,西京中学校付属高等学校,中3,3,0,36,False,False,西京中学校付属高等学校,597
599,2025-03-06 09:54:21,2025-03-06 09:57:41,anonymous,,西京中学校付属高等学校,中学校3年生,中学校,2/6,1週間に数回程度,算数・数学,使いこなすことができた,メモ;,ほとんど使ったことがない;,頻繁(ひんぱん)に使用している,頻繁(ひんぱん)に使用している,頻繁(ひんぱん)に使用している,使用することがある,頻繁(ひんぱん)に使用している,少しあてはまる,あてはまる,あてはまる,あてはまる,少しあてはまる,あてはまる,少しあてはまる,あてはまる,少しあてはまる,少しあてはまる,,8.0,7.0,4.0,1.0,1.0,どちらかというと賛成である,強く賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,False,,中学校,西京中学校付属高等学校,中3,2,6,30,False,False,西京中学校付属高等学校,598
600,2025-03-06 09:53:57,2025-03-06 09:57:55,anonymous,,西京中学校付属高等学校,中学校3年生,中学校,3/0,ほぼ毎時間,算数・数学;外国語,使いこなすことができた,メモ;マーカー;手書き;,メモ分析(ぶんせき);AI推薦(すいせん);理解度チェックダッシュボード;,頻繁(ひんぱん)に使用している,使用することがある,あまり使用しない,あまり使用しない,使用することがある,あてはまる,あてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,あてはまる,少しあてはまる,あまりあてはまらない,少しあてはまる,,6.0,15.0,2.0,1.0,1.0,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,賛成である,False,,中学校,西京中学校付属高等学校,中3,3,0,36,False,False,西京中学校付属高等学校,599
601,2025-03-06 09:54:40,2025-03-06 09:58:10,anonymous,,西京中学校付属高等学校,中学校3年生,中学校,3/0,1週間に数回程度,算数・数学;外国語,使いこなすことができた,手書き;,ほとんど使ったことがない;,使用することがある,使用することがある,使用することがある,使用することがある,使用することがある,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,とくになし,5.0,4.0,3.0,0.5,0.5,賛成である,賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,False,,中学校,西京中学校付属高等学校,中3,3,0,36,False,False,西京中学校付属高等学校,600
602,2025-03-06 09:53:50,2025-03-06 09:58:27,anonymous,,西京中学校付属高等学校,中学校3年生,中学校,3/0,ほぼ毎時間,算数・数学;外国語,使いこなすことができた,URLリコメンド;見るだけ;,閲覧(えつらん)時間集計;理解度チェックダッシュボード;,頻繁(ひんぱん)に使用している,使用することがある,全く使用しない,全く使用しない,全く使用しない,少しあてはまる,少しあてはまる,少しあてはまる,あまりあてはまらない,少しあてはまる,少しあてはまる,あまりあてはまらない,少しあてはまる,あまりあてはまらない,少しあてはまる,,5.0,15.0,5.0,1.0,2.0,賛成である,賛成である,強く賛成である,賛成である,賛成である,どちらかというと賛成である,どちらかというと賛成である,賛成である,賛成である,どちらかというと反対である,False,,中学校,西京中学校付属高等学校,中3,3,0,36,False,False,西京中学校付属高等学校,601
603,2025-03-06 09:53:37,2025-03-06 09:58:31,anonymous,,西京中学校付属高等学校,中学校3年生,中学校,3/0,ほぼ毎時間,算数・数学,使いこなすことができた,手書き;,理解度チェックダッシュボード;,使用することがある,あまり使用しない,全く使用しない,全く使用しない,あまり使用しない,少しあてはまる,少しあてはまる,あてはまらない,あまりあてはまらない,少しあてはまる,あてはまらない,あてはまる,あてはまる,あまりあてはまらない,少しあてはまる,,12.0,12.0,12.0,12.0,2.0,どちらかというと賛成である,どちらかというと賛成である,どちらかというと反対である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと反対である,False,,中学校,西京中学校付属高等学校,中3,3,0,36,False,False,西京中学校付属高等学校,602
604,2025-03-06 09:53:37,2025-03-06 09:58:39,anonymous,,西京中学校付属高等学校,中学校3年生,中学校,2/11,1週間に数回程度,算数・数学;外国語,使いこなすことができた,辞書;マーカー;手書き;,クイズ集計;AI推薦(すいせん);,頻繁(ひんぱん)に使用している,使用することがある,あまり使用しない,あまり使用しない,使用することがある,少しあてはまる,あてはまる,少しあてはまる,少しあてはまる,あてはまる,少しあてはまる,あまりあてはまらない,少しあてはまる,少しあてはまる,少しあてはまる,,3.0,1.0,8.0,1.0,1.0,どちらかというと賛成である,賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと反対である,どちらかというと反対である,どちらかというと賛成である,どちらかというと賛成である,反対である,False,,中学校,西京中学校付属高等学校,中3,2,11,35,False,False,西京中学校付属高等学校,603
605,2025-03-06 09:54:33,2025-03-06 09:58:45,anonymous,,西京中学校付属高等学校,中学校3年生,中学校,3/0,1週間に数回程度,国語;算数・数学;理科,あまり使いこなすことができなかった,手書き;,ほとんど使ったことがない;,頻繁(ひんぱん)に使用している,全く使用しない,全く使用しない,全く使用しない,全く使用しない,少しあてはまる,あてはまる,あまりあてはまらない,使っていない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あてはまらない,あまりあてはまらない,,4.0,4.0,6.0,0.0,0.0,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,賛成である,賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,False,,中学校,西京中学校付属高等学校,中3,3,0,36,False,False,西京中学校付属高等学校,604
606,2025-03-06 09:54:23,2025-03-06 09:58:49,anonymous,,西京中学校付属高等学校,中学校3年生,中学校,3/0,1週間に数回程度,算数・数学,使いこなすことができた,手書き;,ほとんど使ったことがない;,頻繁(ひんぱん)に使用している,頻繁(ひんぱん)に使用している,あまり使用しない,あまり使用しない,あまり使用しない,少しあてはまる,あてはまる,少しあてはまる,少しあてはまる,あまりあてはまらない,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,少しあてはまる,,3.0,7.0,11.0,1.0,0.0,賛成である,賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,どちらかというと賛成である,賛成である,強く賛成である,どちらかというと賛成である,どちらかというと賛成である,False,,中学校,西京中学校付属高等学校,中3,3,0,36,False,False,西京中学校付属高等学校,605
